id,title,image_link,country,years,director_description,leader,star,description,all_tags,imdb,language,time_length,Unnamed: 13
10,The sea pianist La leggenda del pianista sull'oceano,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg,Italy,2019-11-15(中国大陆),Giuseppe Tornatore,"['Tim Roth', 'Pruett Taylor Vince', 'Bill Nunn', 'Clarence Williams III', 'Melanie Thierry', 'Pete Vaughan', 'Neil O'Brien', 'Alberto Vazquez', 'Gabriele Lavia', 'Corey Buck', 'Sidney Cole', 'Luigi De Luca', 'Nicola Di Pinto', 'Femi Irufuzu', 'Easton Gage', 'Kevin McNally', 'Brian Pringle', 'Sarah Rubin', 'Heathcote Williams', 'Anida Zaglia', 'Angelo Di Loretta']",9.3,"This film tells the life of a legendary piano genius.
                                    
                                In 1900, on the Virginian luxury cruise ship, an orphan was abandoned in the first-class cabin. He was raised by the sailors on the ship and named 1900 (played by Tim Roth). As 1900 grew up, he showed his extraordinary talent for playing the piano without a teacher. He performed piano in the band on the ship, and everyone who heard him play was deeply moved. Jenny, the originator of jazz, heard about 1900's superb skills and went on the boat to compete with him. In the end, he felt ashamed and left sadly.
                                    
                                Unfortunately, all these things happened at sea. 1900 never wanted to set foot on land, until one day, he fell in love with a girl, and his love flowed on the piano keys. Will he set foot on land to start a new life for love and amaze the world with his music? How will he write his extraordinary life.",Story/Music,https://www.imdb.com/title/tt0120731,English / French / Italian,165分钟,
11,The Truman Show The Truman Show,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg,USA,1998-06-05(美国),Peter Weir,"['Jim Carrey', 'Laura Linney', 'Ed Harris', 'Noah Emmerich', 'Natasha McElhone']",9.3,"Truman (Jim Carrey) is an extremely ordinary person. Except for some strange experiences-the sudden disappearance of his first love girlfriend and the sudden disappearance of his drowning father suddenly seem to appear in front of him again, he is no different from most American men in their 30s. This made him feel disappointed. He also tried to leave the place where he had lived for many years, but was always unable to do so due to various reasons.
                                    
                                Until one day, he suddenly realized that he seemed to be being followed, no matter where he went or what he did. This feeling is getting stronger and stronger. Truman decided to escape from the place where he had lived for more than 30 years at all costs to find his first girlfriend.
                                    
                                But he found that he couldn't escape. The truth is actually very cruel.",Drama/Science Fiction,https://www.imdb.com/title/tt0120382,English,103分钟,
12,Three Idiots Make Trouble in Bollywood 3 Idiots,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,India,2011-12-08(中国大陆),Rajkumar Hirani,"['Aamir Khan', 'Kareena Kapoor', 'Madhavan', 'Salman Joshi', 'Omi Vajda', 'Boman Irani', 'Mona Singh', 'Rajeev Rabindranathan']",9.2,"The film is adapted from the debut novel ""Five Point Someone"" by Indian best-selling author Chetan Bhagat. Fran (R Madhavan), Radu (Sharman Joshi) and Rancho (Aamir Khan) are students at the Royal Academy of Engineering. They live in the same room and become friends. In a college known for its strictness, Rancho is a very unique student. He does not memorize things by rote, and even openly contradicts the principal ""Virus"" (played by Boman Irani) and questions his teaching methods. Not only did he encourage Fran and Radu to bravely pursue their ideals, he also persuaded the principal's second daughter, Bia (Kareena Kapoor), to leave their fiancé, who was full of money. Rancho's maverick behavior aroused dissatisfaction with the model student ""Muffler"" (Omi Vaidya). He agreed to compete with Rancho ten years later to see which lifestyle is more successful.
                                        
                                    The film won Meng...",Drama/Comedy/Romance/Song and Dance,https://www.imdb.com/title/tt1187043,Hindi / Urdu / English,171分钟(印度),
13,WALL·E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,USA,2008-06-27(美国),Andrew Stanton,"['Ben Belt', 'Alissa Knight', 'Jeff Garlin', 'Fred Willard', 'Sigourney Weaver', 'MacInTalk', 'John Ratzenberger', 'Cathy Nakima', 'Teddy Newton', 'Bob Bergen', 'Lori Richardson', 'Jim Ward', 'Peter Doggett', 'Andrew Stanton', 'Jeff Pidgeon', 'John Zigan', 'Micah McGowan', 'Sheryl Lynn', 'Clate Whitaker', 'Donald Fullilove', 'Rory Allen', 'Jess Hamel', 'Larian Newman', 'Jan Rabson', 'Paul Edin']",9.3,"In 2805 AD, human civilization was highly developed, but the earth was no longer suitable for human habitation due to the massive increase in pollution and domestic waste. The people on earth were forced to leave their hometown in a spaceship and embark on a long and endless journey into the universe. Before leaving, they entrusted Buynlarge's company to clean up the earth's garbage. The company developed a robot named WALL·E (Waste Allocation Load Lifters - Earth) to take on this important task.
                                    
                                These robots work hard day after day and year after year according to the procedures. However, as time goes by and the harsh environment erodes, the WALL·Es are damaged and stop moving one after another. In the end, only one is still working on this seemingly never-ending task. After a long period of time, it began to have its own consciousness. It likes to carefully hide the treasures it collects, and likes to watch musicals from hundreds of years ago after finishing work. In addition, it also has a cockroach friend as a companion. Until one day, a spaceship from the universe broke its unchanging life...
                                    
                                This film won the 81st Academy Award for Best Animated Feature Film in 2009.",Sci-fi/Animation/Adventure,https://www.imdb.com/title/tt0910970,English,98分钟,
14,The spring of the cattle herding class Les choristes,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg,France / Switzerland / Germany,2004-10-16(中国大陆),Christopher Barati,"['Gérard Junior', 'François Belliant', 'Cade Maillard', 'Jean-Paul Bonaire', 'Marie Bunaire', 'Jean-Baptiste Meunier', 'Maxens Perrin', 'Gregory Gardinol', 'Thomas Blumenthal', 'Cyril Bernicot', 'Simon Fagot', 'Théodure Carré-Cassenne', 'Philippe du Gennerand', 'Eric Desmalez', 'Didier Flamont', 'Jacques Behan']",9.3,"In the French countryside in 1949, the musician Clement (played by Gerard Junno) went to a boys' boarding school nicknamed ""Tang Low"" as an assistant teacher. Most of the students in the school are children with difficult problems, and corporate punishment is common here. The principal of the school (played by Francis Berland) only cares about his own future and is cruel and high-pressure.
                                    
                                Clement, who has a calm personality, tried to improve the situation in his own way. He re-created musical works, organized a choir, and decided to use music to open the closed hearts of the students.
                                    
                                However, things did not go well. Clement discovered that the student Pierre Moinche (played by Jean-Barty Maurier) had extraordinary musical talent. However, he grew up in a single-parent family and had an extremely sensitive and withdrawn personality. How to release Pierre's musical talent gave Clement a headache; at the same time, his relationship with Pierre's mother gradually became more subtle.",Story/Music,https://www.imdb.com/title/tt0372824,French,97分钟,
15,Interstellar,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg,United States / United Kingdom / Canada / Iceland,2014-11-12(中国大陆),Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Casey Affleck', 'Michael Caine', 'Matt Damon', 'Mackenzie Foy', 'Timothée Chalamet', 'Ellen Burstyn', 'John Lithgow', 'Wes Bentley', 'David Gyasi', 'Bill Irving', 'Topher Grace', 'Colette Wolf', 'Frances",9.3,"In the near future, the earth is covered with yellow sand, and basic crops such as wheat and okra have been extinct due to blight. Human beings no longer look up at the stars and indulge their imagination and inspiration as they did in the past. Instead, they count down the remaining days under the raging sandstorms every day. Former NASA astronaut Cooper (played by Matthew McConaughey), who works at home as a farmer, discovered strange gravity field phenomena one after another in the study of his daughter Murphy (played by Mackenzie Foy), and then learned that former NASA members were still secretly carrying out a plan to save mankind in an unknown area. Many years ago, a mysterious wormhole appeared near Saturn. NASA took the opportunity to send several astronauts to distant galaxies to find habitable planets. Under the persuasion of Professor Brand (Michael Caine), Cooper reluctantly said goodbye to his daughter, and he and the daughters of three other expert professors, Emilia Brand (Anne Hathaway), Romiley (David Gyasi), Doyle (Wes Bentley)...",Drama/Science Fiction/Adventure,https://www.imdb.com/title/tt0816692,English,169分钟,
16,The Marriage of the Great Sage in Journey to the West The Romance of Cinderella in the Finale of Journey to the West,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,Hong Kong / Mainland China,1995-02-04(中国香港),Liu Zhenwei,"['Stephen Chow', 'Ng Mang-tat', 'Chu Yin', 'Ada Choi', 'Lan Jieying', 'Mok Man Wai', 'Luo Jiaying', 'Liu Chunwei', 'Luk Shu Ming', 'Li Jianyan']",9.2,"The Supreme Treasure (played by Stephen Chow) was brought back 500 years ago by the Moonlight Treasure Box. He met Fairy Zixia (played by Zhu Yin), was branded by the other party and became the other person, and found that he had become Sun Wukong.
                                    
                                Zixia and Qingxia (played by Zhu Yin) were originally the wicks of the sun and moon lamp in front of the Tathagata Buddha's throne (Zixia during the day, Qingxia at night). Although the two have the same physical body, they have a deep hatred. Therefore, Zixia made a vow that whoever can pull out the purple-green sword in her hand will be her lover. The purple-green sword was inadvertently pulled out by Zhizunbao. Zixia decided to commit herself to it, but was rejected by Zhizunbao, who was obsessed with Bai Jingjing (Mok Wenwei). Hou Niu Demon King rescued Zixia who was lost in the desert and forced Zixia to marry him. At the critical moment, the Supreme Treasure appeared.",Comedy/Romance/Fantasy/Costume,https://www.imdb.com/title/tt0114996,Cantonese / Mandarin Chinese,95分钟,
17,melting pot,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,South Korea,2011-09-22(韩国),Huang Donghyuk,"['Gong Yoo', 'Jung Yoo-mi', 'Kim Hyun-soo', 'Jung In-su', 'Baek Seung-hwan', 'Jang Kwang', 'Kim Min-sang', 'Lim Hyun-sung', 'Kim Joo-ryeong', 'Uhm Hyo-seob', 'Kim Hyun-hwan', 'Choi Jin-ho', 'Kim Ji-young', 'Uhm Ji-sung', 'Heo Jae-ho', 'Jang So-yeon']",9.3,"Inho (played by Kong You), a mute art teacher from Seoul, came to Wujin and applied for a school for the deaf and mute. When heavy fog fell, he accidentally crashed his car. During maintenance, he met Rouzhen (played by Zheng Youmei), a member of the human rights organization. Renhao's wife died young and his 8-year-old daughter was born with asthma and was taken care of by his grandmother, so he worked tirelessly to find a job to support him family. However, the twins' principal and dean actually forced Inho to ask for a bribe of 50 million won. At the same time, Renhao gradually discovered that the school was enveloped in a tense and depressive atmosphere, which was suffocating. There are three children who attract attention: the smart Kim Yeon-doo (played by Kim Hyun-soo), the gluttonous Chen Yuri (played by Jung In-su), and Quan Minxiu (played by Baek Seung-hwan), whose younger brother committed suicide. Minxiu always has bruises on his face. After class, Renhao also heard shouting and crying in the women's toilet, but he did not go into details when the guard stopped him. after. He accidentally witnessed the principal bribing the police, the instructor beating Minxiu, and the dormitory instructor drowning and punishing Yandou. A shocking secret was slowly revealed, and the truth shocked South Korea...
                                    
                                This film is based on a real incident in a school for the deaf and mute in Gwangju in 2005, and adapted from the novel of the same name by Korean writer Kong Ji Young.",plot,https://www.imdb.com/title/tt2070649,Korean,125分钟,
18,Zootopia,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg,USA,2016-03-04(中国大陆/美国),Byron Howard,"['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba', 'Jenny Slate', 'Nate Torrence', 'Bonnie Hunter', 'Don Lake', 'Tommy Bell', 'J.K. Simmons', 'Octavia Spencer', 'Alan Tudyk', 'Shakira', 'Raymond S. Percy', 'Della Saba', 'Maurice Ramage', 'Phil Johnston', 'John DiMaggio', 'Katie Los', 'Gita Reddy', 'Jessie Corti', 'Tommy List', 'Josh Dallas', 'Ricky Moore', 'Keith Southee', 'Peter Mansbridge', 'Byron Howard', 'Gerald Bush', 'Mark Smith', 'Josie Trinidad', 'John Lavelle', 'Kristen Bell', 'Jill Cordes', 'Melissa Goodwin']",9.2,"The story takes place in a beautiful world where all mammals coexist harmoniously. Rabbit Judy (voiced by Ginnifer Goodwin) has dreamed of becoming a detective who punishes evil and promotes good. With wisdom and hard work, Judy successfully graduated from the police academy and entered the Zootopia police station. Little did she know that this is the territory of large carnivores. As the first and only small herbivore, what kind of story will encounter Judy?
                                    
                                Recently, there have been successive cases of missing animals in the city. While all the police officers were committed to investigating the truth of the case, Judy was assigned by the chief (voiced by Idris Elba) to become an insignificant traffic policeman. One day, the rabbit who was on duty met a fox named Nick (voiced by Jason Bateman). The two did not know each other, and then accidentally accepted the task of finding the missing Mr. Otter. If Mr. Otter cannot be found within two days, Judy must voluntarily leave the police station. Judy finds Nick, and the two joining forces to reveal a shocking secret hidden in Zootopia.",Comedy/Animation/Adventure,https://www.imdb.com/title/tt2948356,English/Norwegian,109分钟(中国大陆),
19,Infernal Affairs Infernal Affairs,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,"Hong Kong, China",2002-12-12(中国香港),Liu Weiqiang,"['Andy Lau', 'Tony Leung', 'Anthony Wong', 'Eric Tsang', 'Sammi Cheng', 'Kelly Chan', 'Edison Chen', 'Shawn Shawn', 'To Man Chak', 'Ka Tung Lam', 'Elva Hsiao']",9.2,"In 1991, Hong Kong gangster triad member Liu Jianming (Andy Lau) followed the instructions of the boss Han Chen (Eric Tsang) and joined the police force as an undercover gang. Han Chen promised that Liu Jianming would help him be promoted to a trainee inspector in seven years. In 1992, Chen Yongren (Tony Leung), an outstanding student at the police training school, was asked by his superiors to go deep into the Triads as an undercover agent. The ultimate goal was to become a celebrity around Han Chen. In 2002, both of them lived up to their expectations and were under heavy pressure. Liu Jianming gradually wanted to become a truly good person, while Chen Yongren looked forward to returning to his identity as a police officer as soon as possible.
                                    
                                The crime squad learned a batch of drug trading intelligence from Chen Yongren and locked in on the target person Han Chen. Unexpectedly, the intelligence was leaked by Liu Jianming, and the actions of both parties failed. However, this incident exposed the fact that both parties had undercover agents, and triggered the determination of the top leaders of both parties to eliminate the insiders. Liu Jianming and Chen Yongren, who had different but similar destinies, began to undergo severe tests on their journey to Infernal Affairs.",Drama/Suspense/Crime,https://www.imdb.com/title/tt0338564,Cantonese,101分钟,
20,My Neighbor Totoro Totoro,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,Japan,2018-12-14(中国大陆),Hayao Miyazaki,"['Hidaka Noriko', 'Sakamoto Chinatsu', 'Itoi Shigesato', 'Shimamoto Sumi', 'Kitabayashi Taniei', 'Takagi Jun', 'Agara Toshiyuki', 'Maruyama Yuko', 'Hirose Masashi', 'Washio Machiko', 'Suzuki Reiko', 'Chiba Shigeru', 'Tatsuta Naoki', 'Hadoko', 'Nishimura Tomohiro', 'Mitsuko Ishida', 'Chie Kamishiro', 'Daiki Nakamura', 'Yuko Mizutani', 'Akiko Hiramatsu', 'Ikue Otani']",9.2,"Xiaoyue's mother was ill and hospitalized, and her father took her and her four-year-old sister Xiaomei to live in the countryside. They were very novel about the environment there and discovered many interesting things. They met many elves, they came to their own environment, saw many strange things in their world, and even became friends with a big fat chinchilla.
                                    
                                My younger sister Xiaomei often misses her sick mother and asks her sister to take her to see her mother, but Xiaoyue refuses. Xiaomei actually went by herself, but got lost on the way. Xiaoyue had to find her Totoro and elf friends for help.",Animation/Fantasy/Adventure,https://www.imdb.com/title/tt0096283,Japanese,86分钟,
21,The Godfather,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,USA,1972-03-15(纽约首映),Francis Ford Coppola,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Richard Castelno', 'Robert Duvall', 'Sterling Hayden', 'John Marley', 'Richard Conte', 'Al Lettieri', 'Diane Keaton', 'Abe Vigoda', 'Talia Shire', 'Gianni Russell', 'John Keizer', 'Rudy Bond', 'Lenny Montana']",9.3,"In the United States in the 1940s, ""Godfather"" Vito Corleone (played by Marlon Brando) was the leader of the Corleone family of the Mafia. He led the family to engage in illegal activities, but at the same time he was also the patron saint of many weak civilians and was deeply loved by people.
                                    
                                The conflict between the Corleone family and several other New York Mafia families intensified because they rejected the drug lord Soloso's drug deal requirements. On Christmas Eve, Soloso kidnapped Tom, the ""Godfather's"" consultant, and sent someone to assassinate the ""Godfather"". Due to the betrayal of the traitor, the ""Godfather""'s eldest son Sunni was killed by his enemies; the younger son Mike (played by Al Pacino) was also involved and lost his beloved wife. The conflicts between Mafia families are becoming more and more intense.
                                    
                                How does the old ""godfather"" lead the overall situation when facing the pain of losing his son? How does the vendetta between the mafia end? Who is the traitor in the family? Who can become the ""godfather"" of the new generation?
                                    
                                The bloodshed and tenderness are truly staged in this landmark gangster epic.",Drama/Crime,https://www.imdb.com/title/tt0068646,English / Italian / Latin,175 分钟,
22,When happiness knocks on the door The Pursuit of Happyness,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg,USA,2008-01-17(中国大陆),Gabriele Muccino,"['Will Smith', 'Jaden Smith', 'Thandy Newton', 'Brian Howey', 'James Karen', 'Dan Castellaneta', 'Curt Fuller', 'Takayo Fisher', 'Kevin West', 'George Chang', 'David Michael Silverman', 'Dominic Bove', 'Jeff Cullen', 'Joeff Lavin', 'Scott Klaas']",9.1,"Chris Garner (Will Smith) used up all his savings to buy a high-tech treatment device and sold it to hospitals everywhere, but the price was high and not many people accepted it. No matter how hard he tried, he was unable to provide a good living environment for his wife and children, so his wife (Thandie Newton) finally chose to leave home. From then on, he and his son Christopher (Jaden Smith) lived together. Chris finally got an internship opportunity at a stock investment company. Even though he was not paid and had only a 5% chance of success, he still worked hard. His son was his strength. He looked down at her and hid with his son in a public toilet in a subway station, living in a church shelter... He firmly believed that happiness would come tomorrow.",Drama/Family/Biography,https://www.imdb.com/title/tt0454921,English/Cantonese,117分钟,
23,Thrilling Flipped,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,USA,2010-07-26(好莱坞首映),Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards', 'John Mahoney', 'Penelope Ann Miller', 'Aidan Quinn', 'Kevin Weisman', 'Morgan Lilly', 'Ryan Kerzner', 'Jillian Pfaff', 'Michael Bosa', 'Beau Lerner', 'Jacqueline Evola', 'Taylor Grotius', 'Ellie Bryant', 'Ashley Taylor', 'Israel Broussard', 'Cody Horn', 'Michael Bolton', 'Sean Harper', 'Stephanie Scott', 'Patricia Lentz', 'Matthew Gold', 'Arora Katherine Smith', 'Kelly Donnelly', 'Sofia Thago', 'Michelle Messmer', 'Scott Joel Gizicki', 'Rod Myers', 'Kara Pacitto', 'Katelyn Pacitto']",9.1,"Bryce (Callan McAuliffe) and his family move to a small town, and the girl next door Julie (Madeline Carroll) comes to help. She fell in love with him at first sight and her biggest wish was to get his kiss. The two were classmates, and she kept trying to get close to him, but he avoided her. She likes to climb on the tall plane trees and look at the scenery. But because of construction, the tree was cut down. She defended it to the death, hoping that he would fight side by side, but he backed down. Her deeds were published in the newspapers, and her grandfather was very fond of her, which puzzled him. She won first place in the science and technology exhibition with her chicken-laying project and became the focus of the audience, eclipsing him. She gave him her own eggs, but he secretly threw them away after his family suspected that her eggs were unhygienic. She was very sad when she learned the truth, and their relationship fell to a freezing point. She told her family, which led to a quarrel. It turns out that my father has been saving money to take care of his stupid brother, so he lives in poverty. She understood her parents, took matters into her own hands, and received great help from her grandfather. He apologized to her but did not resolve the issue. He started paying attention to her. The egg turmoil is not over yet, family dinner and lunch boy selection...",Drama/Comedy/Romance,https://www.imdb.com/title/tt0817177,English,90分钟,
24,Intouchables,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,France,2011-11-02(法国),Olivier Nakash,"['François Cruset', 'Omar Sy', 'Anna René', 'Audrey Fleureau', 'Thomas Soliwell']",9.2,"Because of a skydiving accident, the white rich Philippe (François Cluzet) is paralyzed in bed and wants to hire a full-time escort. Due to the high salary, there were many applicants, all of whom were eloquent, but they could not move his heart. It wasn't until the appearance of black Driss (Omar Sy) that he made a decision. Driss had just come out of prison and was burdened with family burdens. He just wanted to find a dismissal letter to apply for relief, and he was obviously more interested in the female assistant than this job. But Philip still fell in love with this young man at first sight. So Desis began a one-month trial period. Although the comfortable environment of the mansion made him feel vain, he still faced many challenges: not only had to rehabilitate Philip, but he also had to bathe, enema, open letters, wear stockings, etc. they became friends...
                                    
                                This film is based on real events and won the Golden Kirin Award for Best Film at the 2011 Tokyo Film Festival. Francois Crouse and Omar Sy shared the best actor crown.",Drama/Comedy,https://www.imdb.com/title/tt1675434,French,112分钟,
25,The Thief of Time The Thief of Time,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,Hong Kong / Mainland China,2010-03-11(中国香港),Luo Qirui,"['Sandra Ng', 'Simon Yam', 'Zhong Shaotu', 'Li Zhiting', 'Cai Ying'en', 'Qin Pei', 'Xia Ping', 'Gu Dezhao', 'Xu Anhua', 'Zhang Tongzu', 'Zhuang Yufei', 'William Xilu', 'Li Jianxing', 'Lin Yaoqi', 'Liao Ailing', 'Zhang Yidong', 'Qian Yaorong', 'Tan Zanqiang', 'Chen Qinghang', 'Li Xiangrong']",8.7,"Hong Kong in the 1960s was in a state of rapid change. On the one hand, they have to endure the repression of the British Hong Kong government, on the other hand they are affected by the movements in the mainland, and they have to face typhoons and storms that land from time to time. The time-honored Wynn Street is at the center of such a storm.
                                        
                                    Shoemaker Luo's family of four makes a living by making shoes at the end of the street. Mr. Luo (played by Simon Yam) is a good shoemaker and can only support his family in that chaotic era; Mrs. Luo (played by Sandra Ng) is a spicy and straightforward person, known as the ""Sister-in-law Luo"". The eldest son Luo Jinyi (played by Li Zhiting) is 16 years old. He has excellent academic performance and is the champion of the sports meeting. He is the hope of the whole family and the pride of Wynn Street. The younger son Luo Jiner (played by Zhong Shaotu) is 8 years old and is doted on by his parents. He has a naughty nature and is famous for being naughty and tricky... The family is living a difficult life, but it is also a happy life.
                                        
                                    However, a pure first love between the eldest son and a wealthy girl Fang Fei (played by Cai Yingen), a hurricane that swept across Hong Kong, and a long-awaited nightmare suddenly changed the peace and happiness of this ordinary family overnight... Facing the biggest ""thief"" of time, how can a strong and unyielding person resist?
                                        
                                    2010 The 60th Berlin Film Festival ""New Generation...",Drama/Family,https://www.imdb.com/title/tt1602572,Cantonese / Mandarin Chinese / English / Shanghainese / French,117分钟,
26,Seven Samurai Seven Samurai,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565471701.jpg,Japan,1954-04-26(日本),Akira Kurosawa,"['Mifune Toshiro', 'Shimura Joe', 'Tsushima Keiko', 'Shimazaki Yukiko', 'Fujiwara Kamazu', 'Kato Daisuke', 'Kimura Isao', 'Chiaki Minoru', 'Miyaguchi Seiji', 'Kosugi Yoshio', 'Sabu Tsun', 'Inaba Yoshio', 'Tsuchiya Yoshio', 'Takado Kunori', 'Higashino Eijiro', 'Ueda Kichijiro', 'Tatara Yoshijun', 'Watanabe Atsushi', 'Ogawa Toranosuke', 'Yamagata Isao', 'Kamiyama Soto', 'Shimizu Gen', 'Takagi Shinpei', 'Otomo Nobu', 'Takahara Shun'o', 'Inagaki Saburo', 'Sakai Sasaki Chio', 'Sengoku Noriko', 'Honma Fumiko', 'Okubo Masanobu', 'Ito Minoru', 'Omura Senkichi', 'Hirose Shoichi', 'Uno Koji', 'Tani Akira', 'Nakajima Haruo', 'Shimizu Mie', 'Kumatani Takuzo', 'Natsuki Junpei', 'Iwamoto Hiroshi', 'tsutsuki Yasuhisa', 'Mano Muriko', 'Mori Kyoko', 'Kato Takeshi', 'Nakadai Tatsuya', 'Utsui Ken', 'Yamamoto Ren']",9.2,"During the Warring States Period in Japan, a small mountain village faced the threat of bandits. In order to protect the autumn harvest, the village elders decided to hire samurai to protect the safety of the village, but the only reward was three meals of white rice a day. In the city, they were looked down upon and even beaten by samurai. Until the appearance of Kanbei (played by Shimura Joe), he has now become a ronin. After several considerations, he finally agreed. He told the farmers that at least seven samurai were needed, so six people including Kuzo (Miyaguchi Seiji), Katsushiro (Kimura Isao), Goro (Inaba Yoshio), Shichiro (Kato Daisuke), Heihachi (Chiaki Minori) and Kikuchiyo (Mifune Toshiro) also joined the team, and the seven people were tasked with protecting the village.
                                    
                                Throughout the process of defense preparations, there were many frictions and jokes between the warriors and farmers. During a sneak attack, a samurai was killed with a musket while trying to save the peasants. Soon the bandits' counterattack followed, and a fierce battle was about to begin.",Drama/Action/Adventure,https://www.imdb.com/title/tt0047478,Japanese,207分钟,
